company_size,pricing_views,email_opens,industry,title,converted
2653,5,10,Retail,Coordinator,0
3338,4,10,Retail,Coordinator,0
3275,5,10,Healthcare,CEO,1
2894,1,5,Healthcare,CEO,0
3540,4,0,SaaS,Manager,0
3175,8,14,Healthcare,Coordinator,1
3409,8,4,Healthcare,Manager,0
2937,1,13,Retail,VP,1
2101,5,3,Finance,Director,0
2112,4,8,SaaS,Coordinator,0
4832,9,15,Healthcare,Manager,1
1187,3,6,Manufacturing,CEO,0
4387,6,0,Manufacturing,Director,0
2617,7,1,SaaS,CEO,1
172,3,13,Finance,Manager,0
2453,4,4,Finance,Coordinator,0
3378,0,5,SaaS,VP,0
407,8,7,SaaS,Coordinator,0
2287,1,6,Healthcare,Coordinator,0
109,9,13,SaaS,Coordinator,1
3906,9,15,Manufacturing,CEO,1
1115,4,10,Finance,Coordinator,0
2211,1,6,Healthcare,CEO,0
2224,8,0,Healthcare,VP,1
356,7,6,Healthcare,CEO,1
4041,4,0,Manufacturing,VP,0
4091,10,7,Manufacturing,VP,1
164,5,1,Finance,CEO,0
18,2,8,Healthcare,Director,0
372,3,2,Healthcare,Coordinator,0
4929,2,10,Manufacturing,VP,1
153,7,6,Healthcare,Director,1
344,3,3,Manufacturing,CEO,0
3776,7,9,Manufacturing,CEO,1
3780,5,11,SaaS,VP,1
556,8,13,Healthcare,Coordinator,1
1312,3,0,Manufacturing,Coordinator,0
1067,9,10,Manufacturing,CEO,1
4223,4,3,Manufacturing,CEO,0
1313,3,7,Finance,CEO,0
265,10,11,Manufacturing,CEO,1
2303,2,14,Retail,CEO,1
2406,8,6,SaaS,CEO,1
1586,0,12,Retail,Director,1
4846,3,2,Healthcare,Manager,0
4348,1,14,Manufacturing,Coordinator,0
1235,4,4,Retail,VP,0
2794,9,9,Retail,Coordinator,1
4505,9,0,Retail,Director,1
1939,2,14,Finance,Director,1
3891,1,14,Manufacturing,Coordinator,0
4755,0,4,Finance,Director,0
3872,10,1,SaaS,CEO,1
2601,4,14,SaaS,Coordinator,0
2308,7,14,Manufacturing,VP,1
2135,1,14,Retail,CEO,1
2581,5,6,Manufacturing,Coordinator,0
644,8,1,Retail,Director,1
3801,8,2,Healthcare,Coordinator,0
540,5,15,Manufacturing,Manager,1
4579,9,9,Healthcare,Coordinator,1
4995,10,12,Finance,CEO,1
4515,3,8,Manufacturing,Coordinator,0
3641,6,6,Manufacturing,Manager,0
1284,0,15,Retail,Manager,0
1246,3,12,SaaS,Director,1
948,10,0,Healthcare,Manager,0
4492,8,3,Finance,Coordinator,0
4433,8,12,SaaS,Coordinator,1
1106,0,15,SaaS,CEO,1
3188,9,1,SaaS,Manager,0
3734,9,4,Finance,CEO,1
1212,9,4,Retail,Coordinator,0
4980,3,7,Healthcare,Coordinator,0
3587,10,9,Manufacturing,CEO,1
388,3,10,SaaS,CEO,1
4030,5,14,Manufacturing,Coordinator,1
3399,8,7,Finance,VP,1
2912,7,0,Retail,CEO,0
1944,1,5,Finance,Manager,0
2655,5,10,SaaS,VP,1
3614,10,1,Healthcare,Director,1
776,8,15,Manufacturing,Coordinator,1
1833,8,8,Healthcare,VP,1
376,4,11,Manufacturing,Coordinator,0
1724,1,2,Healthcare,Manager,0
2537,7,1,SaaS,Director,1
1868,10,10,SaaS,Director,1
3291,8,14,SaaS,VP,1
3233,8,2,SaaS,Coordinator,0
3597,7,14,Manufacturing,Manager,1
1174,3,9,Healthcare,VP,1
3502,8,9,Healthcare,CEO,1
3885,9,9,SaaS,Director,1
3477,6,9,SaaS,Manager,0
3548,3,4,Manufacturing,VP,0
3940,3,15,Manufacturing,Director,1
985,5,15,Healthcare,CEO,1
1322,9,4,Retail,Director,1
865,8,12,Manufacturing,Director,1
319,2,2,Healthcare,Coordinator,0
3027,10,9,Finance,Director,1
1866,2,9,SaaS,CEO,1
3064,1,11,Healthcare,Coordinator,0
2037,9,13,Retail,Manager,1
3832,3,9,Healthcare,CEO,1
3867,4,12,Finance,Manager,0
2839,10,11,Manufacturing,VP,1
684,10,15,Healthcare,Coordinator,1
951,6,2,Retail,Manager,0
2768,0,5,Finance,Manager,0
4217,10,3,Retail,Coordinator,0
4530,1,9,SaaS,Director,1
2466,4,15,Retail,Manager,0
4849,4,6,Retail,CEO,1
2367,0,4,Manufacturing,Director,0
4401,6,9,Finance,Director,1
244,2,13,Healthcare,Manager,0
4721,10,12,Finance,Manager,1
4579,3,13,Retail,CEO,1
3775,1,12,Retail,CEO,1
3577,1,0,Finance,VP,0
3238,3,8,Finance,Manager,0
1111,2,4,Finance,VP,0
4830,8,1,SaaS,Director,1
3595,6,7,Retail,CEO,1
2943,9,0,SaaS,CEO,1
3715,9,2,Healthcare,Director,1
2503,4,12,SaaS,VP,1
2416,0,5,Finance,Director,0
2880,1,14,Healthcare,CEO,1
2963,6,9,Finance,CEO,1
440,1,12,Finance,CEO,1
1060,6,6,SaaS,Coordinator,0
4798,5,12,Manufacturing,VP,1
2926,9,5,Finance,CEO,1
3603,6,8,SaaS,VP,1
4989,0,0,Finance,Coordinator,0
2659,0,5,Healthcare,VP,0
530,3,8,Healthcare,VP,1
4510,6,15,Finance,Director,1
4379,8,7,Manufacturing,Manager,0
2473,7,7,Finance,Manager,0
2080,5,8,Retail,Manager,0
3072,10,15,Healthcare,Coordinator,1
1631,2,11,SaaS,Manager,0
2145,9,14,Manufacturing,Coordinator,1
3832,9,10,Finance,Manager,1
1107,0,9,SaaS,Coordinator,0
2649,4,7,Retail,CEO,1
3577,6,3,Manufacturing,Director,1
434,8,11,Manufacturing,Manager,1
499,1,15,Finance,Manager,0
2566,3,2,Healthcare,Manager,0
541,4,7,Retail,CEO,1
4391,6,5,SaaS,Manager,0
3990,8,2,Manufacturing,CEO,1
807,0,12,Manufacturing,VP,0
3477,4,4,Healthcare,CEO,0
443,6,0,Finance,CEO,0
4746,10,6,Finance,Manager,1
3059,4,5,Finance,Manager,0
3321,0,1,Finance,Director,0
454,2,13,Healthcare,VP,1
164,10,10,Finance,Director,1
2371,1,3,Healthcare,Director,0
233,6,13,Retail,Manager,0
854,5,2,Healthcare,VP,0
4833,9,4,SaaS,Manager,0
3301,6,7,Finance,Coordinator,0
1162,2,4,Finance,VP,0
316,0,10,Finance,Coordinator,0
1078,2,5,SaaS,VP,0
3104,2,0,SaaS,Coordinator,0
389,1,3,Finance,VP,0
4386,4,6,Finance,Coordinator,0
837,3,7,Finance,VP,0
1497,8,12,SaaS,Director,1
1306,3,8,Healthcare,CEO,1
2330,5,4,Finance,VP,1
1531,8,12,Healthcare,VP,1
3636,6,0,Finance,VP,0
4791,8,13,Retail,Director,1
2202,2,1,Manufacturing,VP,0
2037,6,14,Retail,Director,1
2276,10,11,Finance,Coordinator,1
3875,3,11,Retail,Manager,0
2751,2,12,Retail,VP,1
2733,9,2,Healthcare,CEO,1
3205,2,11,Finance,Coordinator,0
506,9,13,Retail,VP,1
872,4,15,Healthcare,Director,1
2051,6,11,Finance,VP,1
3627,4,12,Retail,VP,1
1921,5,6,Manufacturing,Coordinator,0
3350,2,10,Finance,Director,1
2382,3,12,Retail,Coordinator,0
1244,4,3,Healthcare,CEO,0
680,2,14,Retail,Director,1
4491,3,10,Healthcare,Director,1
2357,6,10,Manufacturing,CEO,1
2028,10,0,Retail,Manager,0
3231,8,4,Healthcare,Coordinator,0
3863,9,7,Manufacturing,Coordinator,0
4485,10,2,Retail,Manager,0
2913,3,2,SaaS,CEO,0
4231,10,6,Retail,Manager,1
249,3,0,Retail,Director,0
3892,2,12,SaaS,CEO,1
1370,0,3,Healthcare,Coordinator,0
3480,7,0,Manufacturing,Director,0
3177,4,6,SaaS,Director,1
1013,4,12,Finance,Coordinator,0
2449,7,12,Finance,VP,1
2287,2,5,Retail,VP,0
2831,6,6,Finance,Coordinator,0
901,7,4,Manufacturing,Coordinator,0
2472,0,6,Retail,Coordinator,0
2158,8,2,SaaS,Director,1
3398,6,9,Manufacturing,CEO,1
734,9,13,Retail,Manager,1
3382,10,7,Finance,VP,1
1817,9,3,SaaS,Manager,0
3201,1,5,Healthcare,Coordinator,0
235,1,12,Finance,Coordinator,0
4938,4,1,SaaS,Director,0
1864,3,8,Healthcare,Director,1
3911,10,13,Retail,Director,1
2251,8,3,Healthcare,Manager,0
4624,8,8,SaaS,Manager,0
592,6,15,Manufacturing,Director,1
318,1,8,Manufacturing,Manager,0
859,6,0,Healthcare,Coordinator,0
4845,10,2,SaaS,Manager,0
2562,10,5,SaaS,Director,1
4348,8,13,Retail,Manager,1
3321,8,1,SaaS,Coordinator,0
4943,0,7,Healthcare,Director,0
1009,3,8,Manufacturing,VP,1
2486,8,8,Finance,Manager,0
1726,5,6,SaaS,CEO,1
512,7,3,Retail,Coordinator,0
826,3,12,SaaS,Manager,0
2663,7,3,SaaS,CEO,1
960,3,4,SaaS,Coordinator,0
2544,0,4,Healthcare,CEO,0
45,2,2,Healthcare,Manager,0
986,2,14,Healthcare,VP,1
1129,7,2,Manufacturing,Director,1
3582,7,11,Retail,CEO,1
2423,6,6,Manufacturing,Manager,0
1966,8,2,SaaS,CEO,1
2481,9,3,Retail,Manager,0
4741,4,5,Finance,Director,1
984,5,9,SaaS,Manager,0
1955,1,10,Finance,VP,0
431,6,13,Finance,CEO,1
554,6,8,Healthcare,VP,1
1379,5,5,Retail,VP,1
624,0,4,Healthcare,VP,0
3995,1,14,Manufacturing,Coordinator,0
4902,9,8,Manufacturing,Coordinator,1
2950,6,12,Manufacturing,VP,1
4160,9,7,SaaS,Manager,1
3034,1,10,Retail,CEO,1
2859,10,12,Finance,VP,1
2992,8,9,Finance,Director,1
3682,10,2,Retail,Director,1
3202,6,4,Healthcare,CEO,1
3016,0,8,Retail,Manager,0
3912,0,1,SaaS,VP,0
2258,1,7,SaaS,CEO,0
4181,10,13,Finance,VP,1
341,8,14,SaaS,Manager,1
38,10,13,Retail,Coordinator,1
4921,0,8,SaaS,CEO,0
1120,8,4,SaaS,CEO,1
3349,2,6,Manufacturing,Manager,0
1007,5,5,Finance,Director,1
1180,8,4,Finance,Director,1
4565,2,9,SaaS,Coordinator,0
2285,7,10,Finance,Coordinator,0
1587,5,9,SaaS,Manager,0
2245,1,1,Manufacturing,VP,0
3715,9,3,Finance,VP,1
843,1,7,Healthcare,Manager,0
2585,3,10,Retail,Director,1
1359,10,4,SaaS,CEO,1
2379,1,11,Retail,Coordinator,0
345,9,14,Manufacturing,Director,1
249,2,0,SaaS,Manager,0
2468,1,9,Healthcare,Director,0
2478,1,10,Finance,Coordinator,0
793,10,8,Healthcare,CEO,1
4562,6,14,Healthcare,Director,1
4520,0,5,SaaS,Coordinator,0
4560,9,7,SaaS,CEO,1
1828,5,15,Manufacturing,Manager,1
1872,7,3,Finance,Manager,0
1827,10,14,Healthcare,Director,1
3307,9,0,Healthcare,VP,1
4536,5,11,Retail,VP,1
4862,9,9,SaaS,Coordinator,1
2289,2,0,Retail,Coordinator,0
3531,9,1,Healthcare,VP,1
1265,8,13,SaaS,CEO,1
556,0,12,Healthcare,CEO,0
3775,3,7,Retail,VP,1
3051,7,1,SaaS,CEO,1
2617,2,14,Retail,Manager,0
1834,6,2,Healthcare,Coordinator,0
4530,0,4,Healthcare,Director,0
177,8,8,Finance,CEO,1
3274,9,5,Manufacturing,CEO,1
2432,4,9,Retail,CEO,1
1487,5,0,Manufacturing,VP,0
1518,3,4,Healthcare,Director,0
1751,4,0,SaaS,VP,0
665,7,4,Healthcare,Manager,0
2721,5,7,Retail,Coordinator,0
894,5,10,Healthcare,CEO,1
2318,9,0,Retail,Director,1
4097,9,12,SaaS,Director,1
2283,2,11,Retail,Manager,0
1969,3,7,Finance,Coordinator,0
2778,10,9,Healthcare,Director,1
1830,1,10,Manufacturing,Director,0
4313,6,7,SaaS,VP,1
175,2,13,Retail,Director,1
4925,1,14,Finance,Manager,0
3986,4,5,Manufacturing,Director,1
1083,0,9,SaaS,CEO,0
3811,8,5,SaaS,VP,1
1982,9,5,Retail,CEO,1
4958,3,15,SaaS,CEO,1
1822,2,11,SaaS,Director,1
1002,3,5,Manufacturing,Manager,0
2484,8,11,SaaS,Director,1
1248,0,13,SaaS,Coordinator,0
409,1,7,Finance,Director,0
3071,9,7,Retail,Coordinator,0
4001,1,1,SaaS,Manager,0
187,2,10,Retail,Manager,0
3096,2,5,Healthcare,CEO,0
2310,7,2,Manufacturing,VP,1
2909,9,9,SaaS,CEO,1
4756,9,4,Finance,Manager,0
2350,5,6,Finance,Director,1
688,6,14,Retail,Coordinator,1
628,4,10,Retail,VP,1
3623,4,7,Retail,Manager,0
978,9,9,Healthcare,Director,1
865,1,14,Retail,CEO,1
3456,6,10,SaaS,VP,1
1458,10,15,Retail,Manager,1
1034,0,5,Manufacturing,Manager,0
2640,7,1,Retail,Manager,0
500,2,4,Finance,Manager,0
942,6,15,Manufacturing,CEO,1
206,6,15,Retail,Director,1
2756,3,4,Finance,Director,0
3993,1,11,Manufacturing,Director,1
596,2,12,Manufacturing,VP,1
4209,5,13,Finance,CEO,1
696,1,9,Finance,Coordinator,0
2562,3,0,SaaS,Manager,0
2015,7,10,Finance,Coordinator,0
4416,9,4,Finance,Manager,0
1707,2,8,Retail,VP,0
4920,10,12,Retail,Coordinator,1
1719,2,15,Manufacturing,VP,1
856,7,6,Retail,CEO,1
2815,9,2,Healthcare,Director,1
4300,2,1,SaaS,Manager,0
2261,10,0,Retail,VP,1
1350,6,12,Healthcare,Director,1
3541,7,7,Healthcare,Manager,0
1193,7,5,Healthcare,VP,1
2839,3,7,Retail,VP,1
3223,5,12,Manufacturing,CEO,1
3374,4,14,Manufacturing,VP,1
4832,6,5,Finance,VP,1
4742,4,11,SaaS,Manager,0
2523,6,4,Healthcare,Manager,0
3395,9,4,Manufacturing,CEO,1
2688,6,10,SaaS,Director,1
454,6,4,Retail,CEO,1
4042,2,7,Healthcare,Manager,0
3621,9,6,Healthcare,VP,1
1144,1,4,Manufacturing,Manager,0
2477,6,11,SaaS,Director,1
1217,3,9,Retail,CEO,1
4516,10,0,Healthcare,VP,1
4046,9,14,Finance,VP,1
962,8,9,SaaS,CEO,1
208,3,7,Manufacturing,Coordinator,0
1107,1,9,Retail,Coordinator,0
1189,3,6,Retail,Director,0
469,9,8,Healthcare,Manager,0
3243,7,12,Retail,Manager,1
3249,3,13,Finance,Director,1
4271,6,6,SaaS,Manager,0
561,2,4,SaaS,Manager,0
4253,4,8,Finance,CEO,1
2083,8,6,Finance,Director,1
3474,7,12,SaaS,Coordinator,1
1373,8,12,Retail,Manager,1
1704,6,0,Healthcare,VP,0
4979,4,13,Manufacturing,Director,1
206,8,11,Retail,VP,1
4665,0,3,Finance,Director,0
2152,9,11,SaaS,Coordinator,1
1772,5,1,SaaS,Manager,0
897,5,9,Retail,Manager,0
3902,5,1,Manufacturing,Manager,0
1785,8,1,Healthcare,VP,1
568,0,9,SaaS,VP,0
1992,1,11,Retail,CEO,1
4179,5,2,Finance,VP,0
1574,8,3,Healthcare,Coordinator,0
1789,7,9,Retail,VP,1
2895,8,1,Finance,Manager,0
108,1,12,Manufacturing,VP,1
3134,4,14,SaaS,CEO,1
3702,8,8,SaaS,Manager,0
4992,0,4,Retail,Manager,0
3326,9,6,Retail,Manager,0
3581,1,3,Healthcare,Coordinator,0
3198,6,13,SaaS,Manager,1
4669,9,15,Retail,CEO,1
2928,9,6,Finance,Director,1
3400,1,15,SaaS,VP,1
240,5,6,Healthcare,Director,1
2103,5,2,Manufacturing,VP,0
3466,5,14,Finance,Coordinator,1
3037,3,11,Finance,Director,1
4749,10,5,Healthcare,Director,1
3187,6,4,SaaS,CEO,1
3958,5,1,SaaS,VP,0
4428,4,13,Retail,Coordinator,0
3982,9,6,SaaS,Director,1
62,2,10,Finance,Director,1
3794,2,15,Retail,CEO,1
4863,8,7,Healthcare,VP,1
580,10,11,SaaS,Director,1
2630,2,11,Healthcare,CEO,1
882,3,0,Manufacturing,CEO,0
1570,0,15,Finance,Manager,0
3751,3,5,Retail,CEO,0
3853,7,3,SaaS,Coordinator,0
2406,2,10,Finance,CEO,1
4138,6,6,SaaS,Coordinator,0
513,0,14,SaaS,Director,1
609,0,4,Healthcare,Director,0
1594,4,9,Retail,Director,1
434,5,15,Retail,CEO,1
779,9,13,SaaS,Coordinator,1
4782,10,15,SaaS,CEO,1
2998,9,13,Healthcare,CEO,1
3308,7,13,Healthcare,Manager,1
4984,9,12,Manufacturing,Director,1
1605,4,8,SaaS,Manager,0
3013,2,5,Healthcare,Director,0
3121,10,11,Finance,CEO,1
1650,2,4,SaaS,Coordinator,0
632,4,7,Manufacturing,Manager,0
3767,0,11,Healthcare,CEO,1
2002,6,1,SaaS,VP,0
4047,10,3,SaaS,VP,1
314,1,1,SaaS,CEO,0
1250,6,0,SaaS,Coordinator,0
277,2,12,Healthcare,Coordinator,0
4694,3,8,Retail,VP,1
4907,7,6,Finance,VP,1
2377,8,6,Healthcare,CEO,1
741,9,5,SaaS,VP,1
4683,6,15,Manufacturing,Manager,1
2075,6,7,Manufacturing,CEO,1
3183,4,7,Finance,Manager,0
1711,1,15,Finance,CEO,1
3477,5,4,Manufacturing,Director,1
2552,6,10,Healthcare,Coordinator,0
1373,7,4,Healthcare,Manager,0
332,0,4,SaaS,Coordinator,0
3214,10,1,SaaS,VP,1
3098,0,10,SaaS,Coordinator,0
207,8,10,Healthcare,Director,1
1183,7,3,Retail,Director,1
477,10,6,Finance,VP,1
3457,10,6,Retail,Coordinator,1
1654,0,2,SaaS,Manager,0
318,9,1,Manufacturing,Coordinator,0
4832,3,2,Manufacturing,CEO,0
4278,1,0,Healthcare,Coordinator,0
377,2,7,Healthcare,VP,0
538,5,5,Manufacturing,Manager,0
1895,0,8,Finance,CEO,0
3427,6,2,Finance,CEO,1
3236,2,0,Manufacturing,Manager,0
1159,2,13,Manufacturing,Manager,0
2867,9,9,Retail,VP,1
3761,0,11,Finance,Manager,0
733,0,11,Manufacturing,Director,0
2013,0,13,Retail,Director,1
4963,7,9,Finance,Manager,0
4578,9,3,Healthcare,Director,1
3468,9,7,Retail,CEO,1
2926,10,0,SaaS,CEO,1
3989,6,15,SaaS,Coordinator,1
4067,7,12,Finance,Coordinator,1
4455,3,13,Finance,CEO,1
4472,8,11,SaaS,Manager,1
3258,10,5,Retail,CEO,1
1418,9,5,Finance,CEO,1
3551,6,14,Manufacturing,Coordinator,1
101,9,6,Retail,CEO,1
711,6,10,Finance,Director,1
4518,10,0,Retail,VP,1
4767,9,7,Healthcare,Coordinator,1
4396,1,4,Healthcare,VP,0
3914,7,14,Finance,CEO,1
2653,9,15,Retail,VP,1
214,8,6,Manufacturing,VP,1
4369,0,10,SaaS,Manager,0
2393,1,14,SaaS,CEO,1
2710,7,6,Manufacturing,Manager,0
1149,9,11,Retail,VP,1
770,8,14,SaaS,Manager,1
2536,8,13,SaaS,Manager,1
2967,0,0,Manufacturing,Director,0
2155,4,5,Manufacturing,CEO,0
4607,7,11,Retail,Manager,1
1918,10,0,Finance,Coordinator,0
1617,0,3,SaaS,Director,0
2794,10,0,SaaS,Coordinator,0
3216,10,1,Retail,VP,1
1410,9,0,Retail,Coordinator,0
2833,2,5,Finance,Director,0
1558,6,6,SaaS,Coordinator,0
138,6,5,SaaS,Manager,0
4093,10,6,SaaS,Director,1
2153,2,12,Retail,Director,1
2136,9,14,Healthcare,Director,1
3856,10,9,SaaS,VP,1
4063,1,8,Healthcare,CEO,0
4905,5,13,Retail,VP,1
417,6,15,Finance,VP,1
2499,4,11,Finance,VP,1
2715,1,8,Retail,CEO,0
4507,8,13,Healthcare,Coordinator,1
1637,10,8,Manufacturing,Director,1
2440,8,7,Healthcare,Coordinator,0
3524,10,5,Retail,CEO,1
1778,6,12,Healthcare,Coordinator,0
2575,3,4,SaaS,CEO,0
3882,5,15,SaaS,Coordinator,1
4998,4,7,Finance,CEO,1
4604,3,8,Healthcare,Director,1
3537,9,10,Manufacturing,Manager,1
2926,0,9,Healthcare,Manager,0
2968,0,5,Manufacturing,VP,0
3294,7,5,SaaS,Manager,0
3760,3,8,Finance,Coordinator,0
1616,9,1,Retail,CEO,1
1871,7,4,Manufacturing,VP,1
2218,10,11,SaaS,Director,1
4615,0,2,Retail,Director,0
2754,8,11,SaaS,VP,1
324,10,4,SaaS,VP,1
2823,0,5,Manufacturing,Manager,0
2563,3,10,Finance,Manager,0
1150,7,8,Finance,Director,1
4036,9,10,Finance,Manager,1
833,1,4,Finance,VP,0
4729,0,8,Finance,CEO,0
2942,2,14,Healthcare,Director,1
4526,6,12,Finance,VP,1
919,0,11,Retail,Director,0
4339,3,11,Healthcare,VP,1
2813,1,8,Retail,Manager,0
4954,10,2,Manufacturing,Director,1
2665,1,2,Retail,VP,0
2828,5,10,Finance,CEO,1
266,6,4,Retail,Director,1
4464,1,13,Retail,Director,1
2037,7,8,Retail,Manager,0
1160,1,10,Retail,VP,0
3476,2,13,Healthcare,Manager,0
1433,6,0,Manufacturing,VP,0
4316,1,14,Retail,Director,1
125,9,1,Retail,Coordinator,0
1927,1,13,Finance,Manager,0
1934,9,10,SaaS,CEO,1
4057,0,9,Healthcare,Manager,0
2712,9,4,Finance,CEO,1
3620,3,3,Finance,Director,0
2307,3,1,Healthcare,Coordinator,0
2829,1,9,Finance,Manager,0
1199,5,7,Retail,VP,1
3010,0,4,Manufacturing,Director,0
1955,1,7,Healthcare,Director,0
3871,5,11,Retail,CEO,1
3832,2,2,SaaS,VP,0
2408,9,0,Healthcare,VP,1
1599,1,6,Healthcare,Director,0
3580,9,11,Finance,Manager,1
322,10,5,Manufacturing,CEO,1
3972,1,3,Healthcare,Manager,0
3352,2,3,Retail,Coordinator,0
1046,6,10,SaaS,CEO,1
1760,2,3,Retail,Director,0
693,0,15,Finance,Coordinator,0
1284,2,3,Manufacturing,Coordinator,0
2026,6,2,Healthcare,CEO,0
1794,10,14,Retail,CEO,1
943,0,11,Finance,Coordinator,0
4219,10,14,Retail,Manager,1
3631,10,9,Healthcare,Coordinator,1
673,5,6,SaaS,VP,1
2255,5,1,SaaS,Director,0
58,2,12,Manufacturing,Director,1
4601,7,1,Finance,VP,1
2846,0,5,Manufacturing,VP,0
4130,6,14,Retail,Manager,1
1957,10,1,Healthcare,Manager,0
4962,3,8,Retail,CEO,1
2860,4,2,Manufacturing,Director,0
1976,6,3,SaaS,Manager,0
2005,8,4,Retail,Director,1
597,0,10,SaaS,Director,0
2013,4,12,SaaS,Manager,0
4478,4,5,Finance,Manager,0
817,3,5,Healthcare,Director,0
1433,0,6,SaaS,CEO,0
4294,1,13,Finance,CEO,1
84,3,2,Retail,Director,0
3126,9,0,Retail,Coordinator,0
4863,4,15,Retail,CEO,1
1518,0,1,SaaS,VP,0
1070,1,8,SaaS,Manager,0
3892,0,14,SaaS,CEO,1
1987,4,11,SaaS,Coordinator,0
4979,5,3,Finance,Director,1
3768,0,11,SaaS,Manager,0
4795,1,8,Healthcare,VP,0
2136,5,13,Manufacturing,CEO,1
1171,9,12,Healthcare,VP,1
3200,1,5,Retail,CEO,0
4093,1,7,Retail,CEO,0
962,10,13,Finance,CEO,1
1980,9,11,Retail,Manager,1
1111,6,12,Retail,Coordinator,0
1802,0,11,Healthcare,CEO,0
1709,7,3,Finance,Coordinator,0
4308,7,9,SaaS,Director,1
1155,3,9,Retail,Manager,0
2483,4,12,Retail,Director,1
4058,6,6,Finance,Manager,0
2441,10,3,SaaS,CEO,1
3418,1,9,Finance,Manager,0
3078,2,9,Manufacturing,Director,1
933,9,12,Manufacturing,CEO,1
1707,6,8,Retail,Manager,0
2060,6,10,Retail,Coordinator,0
4641,6,15,SaaS,Director,1
3101,8,7,SaaS,Manager,0
2289,8,7,Retail,Coordinator,0
1876,6,7,SaaS,VP,1
4733,2,4,Manufacturing,Manager,0
1383,7,1,Retail,VP,0
4911,3,8,SaaS,Manager,0
2174,0,12,Finance,Coordinator,0
781,1,14,Finance,Director,1
4217,2,8,Retail,Manager,0
4258,3,0,SaaS,Coordinator,0
945,7,12,SaaS,CEO,1
2751,10,14,Manufacturing,Coordinator,1
4275,10,8,Manufacturing,CEO,1
2343,9,14,Manufacturing,Coordinator,1
475,5,5,Finance,Manager,0
4026,1,3,Healthcare,Coordinator,0
3362,5,13,Healthcare,Coordinator,0
787,8,3,SaaS,CEO,1
640,7,6,Healthcare,CEO,1
2002,1,13,Finance,Manager,0
1387,9,14,Healthcare,VP,1
3685,2,13,SaaS,CEO,1
4898,4,13,Finance,CEO,1
4602,8,2,SaaS,Coordinator,0
1740,8,1,Retail,Coordinator,0
1375,0,3,Finance,Manager,0
4102,1,13,Retail,VP,1
1554,10,5,SaaS,CEO,1
1827,3,13,SaaS,Director,1
639,7,10,Healthcare,Coordinator,0
310,0,9,Manufacturing,Manager,0
1997,7,5,Manufacturing,VP,1
2433,5,10,Manufacturing,Director,1
2809,6,7,Manufacturing,Coordinator,0
4500,1,4,Retail,VP,0
1794,9,4,Finance,VP,1
2811,1,14,Healthcare,Manager,0
4926,2,10,Manufacturing,Manager,0
2091,7,13,Finance,Manager,1
1502,3,12,SaaS,Manager,0
4450,6,7,Manufacturing,Coordinator,0
2149,5,8,SaaS,Director,1
4555,4,10,Finance,Manager,0
2581,6,6,SaaS,Coordinator,0
1995,0,15,Manufacturing,CEO,1
4280,10,10,Manufacturing,Manager,1
4819,6,9,Healthcare,Coordinator,0
4420,7,4,Healthcare,Manager,0
4617,9,5,SaaS,CEO,1
3970,10,6,Healthcare,Manager,1
3438,6,2,SaaS,Director,1
1777,9,15,Finance,CEO,1
3719,0,15,Finance,Manager,0
3932,10,7,Healthcare,Manager,1
1486,4,4,Finance,Director,0
2224,1,7,SaaS,CEO,0
2022,2,7,Retail,VP,0
2537,0,3,Manufacturing,Manager,0
2549,4,8,Finance,VP,1
4538,4,4,SaaS,Director,0
2299,3,11,SaaS,Coordinator,0
2530,7,13,Healthcare,Manager,1
976,10,13,SaaS,VP,1
3422,4,0,Manufacturing,Coordinator,0
2344,1,9,Retail,VP,0
1586,9,2,Finance,CEO,1
328,5,9,Finance,VP,1
2670,1,1,Manufacturing,Director,0
3168,1,2,SaaS,Director,0
2617,6,10,Manufacturing,VP,1
1494,9,5,SaaS,Director,1
1991,7,12,Retail,CEO,1
4786,10,13,Manufacturing,Director,1
1385,9,11,Finance,Director,1
4411,6,2,Manufacturing,VP,1
770,1,6,Manufacturing,Manager,0
1898,4,4,Healthcare,Director,0
2418,0,12,Retail,Director,1
4207,3,8,Retail,Director,1
1661,4,7,Finance,VP,1
1719,7,11,SaaS,Coordinator,0
3133,6,8,SaaS,Coordinator,0
3570,5,9,Finance,VP,1
2050,8,5,Retail,Coordinator,0
1104,8,10,Healthcare,Manager,1
3694,4,6,Healthcare,Manager,0
4741,5,5,Manufacturing,Coordinator,0
3067,9,8,Retail,Manager,1
2047,9,13,Manufacturing,CEO,1
2331,5,6,Healthcare,Coordinator,0
797,7,12,Healthcare,Manager,1
2128,7,3,Manufacturing,Coordinator,0
1659,0,1,Manufacturing,Coordinator,0
2797,4,4,Manufacturing,Coordinator,0
3740,3,8,Healthcare,Coordinator,0
3302,10,12,Manufacturing,CEO,1
3530,7,8,Retail,Manager,0
3357,1,14,SaaS,CEO,1
4796,0,2,Healthcare,Coordinator,0
3617,1,2,SaaS,Director,0
4299,4,14,SaaS,VP,1
3222,7,11,Retail,CEO,1
2678,0,10,SaaS,Coordinator,0
4148,6,0,SaaS,CEO,0
4035,10,9,Healthcare,Coordinator,1
1490,3,9,Finance,VP,1
3573,9,10,SaaS,VP,1
2665,0,10,Retail,CEO,0
4733,3,15,Healthcare,VP,1
383,2,8,Finance,Coordinator,0
3570,1,15,Manufacturing,Coordinator,0
1384,5,14,SaaS,VP,1
282,2,10,SaaS,Director,1
